The South American Crustal Structure Database

	0	4.6	10	25	g						
	0	4.6	15	35							
											
10.65N	0	2.6	5	0	g	30	0.3	0	SAC-LL	6	E
63.17W	0	3	5	5	g	30	MCz	999	94R.3	E	XC
	0	3.4	5	10	g						
	0	3.4	3	15							
	0	3.4	6	18	g						
	0	4.6	6	24	g						
											
9.95N	0	2	5	0	g	50	0.6	0	SAC-LL	4	E
64.03W	0	4	5	5	g	50	MCz	999	94R.3	E	XC
	0	3.8	20	10	g						
	0	4.8	20	30	g						
											
19.74S	0	3.1	21.9	0	g	64.7	4.9	0	SAC-AN	10	W
68.86W	0	3.62	26.4	21.9	g	64.7	MCz	76	02B.6	O	RO
	0	3.82	8.55	48.3	g						
	0	4.37	7.85	56.85	g						
	0	4.51	17.4	64.7	mg						
	0	3.96	12.9	82.1	mg						
	0	3.94	6.5	95	mg						
	0	4.05	10.3	101.5	mg						
	0	4.86	7.5	111.8	mg						
	0	4.91	0	119.3	mg						
											
19.48S	0	2.87	7.9	0	s	51	3.7	0	SAC-AN	8	W
67.75W	0	3.23	32.6	7.9	cg	58.9	MCz	76	02B.6	O	RO
	0	3.6	18.4	40.5	cg						
	0	4.52	41.8	58.9	mg						
	0	4.22	55.3	100.7	mg						
	0	4.29	18.2	156	mg						
	0	4.86	7.7	174.2	mg						
	0	4.89	0	181.9	mg						
											
21.31S	0	2.87	5	0	g	66.4	3.7	0	SAC-AN	5	W
67.11W	0	2.8	18.15	5	g	66.4	MCz	21.8	02B.6	O	RO
	0	3.67	18.6	23.15	g						
	0	3.46	24.65	41.75	lg						
	0	4.6	0	66.4	mg						
											
19.29S	0	3.12	13.05	0	g	65.8	4.6	0	SAC-AN	11	W
66.64W	0	2.56	18.9	13.05	lg	65.8	MCz	83	02B.6	O	RO
	0	3.75	8.1	31.95	g						
	0	3.94	17.7	40.05	g						
	0	4.4	8.05	57.75	g						
	0	4.62	20.2	65.8	mg						
	0	4.58	11.3	86	mg						
	0	4.41	17.7	97.3	mg						
	0	4.31	17.8	115	mg						
	0	4.33	43.2	132.8	mg						
	0	4.8	0	176	mg						
											
19.19S	0	3.1	18.3	0	g	54.9	2.9	0	SAC-AN	6	W
65.36W	0	3.19	19.8	18.3	g	54.9	MCz	87.1	02B.6	O	RO
	0	3.73	16.8	38.1	g						
	0	4.57	35.8	54.9	mg						
	0	4.5	39.5	90.7	mg						
	0	4.43	0	130.2	mg						
											
19.70S	0	2.91	20.5	0	g	43.7	1.2	0	SAC-BR	3	W
63.90W	0	3.87	23.2	20.5	g	43.7	MCz	127.8	02B.6	P	LT
	0	4.65	0	43.7	mg						
											
18.35S	0	2.55	8.2	0	sg	51.4	3.8	0	SAC-AN	11	W
68.02W	0	3.44	5.6	8.2	cg	59.6	MCz	0	02B.6	O	RO
	0	3.54	3.8	13.8	cg						
	0	3.47	6.2	17.6	cg						
	0	3.25	9.3	23.8	lg						
	0	3.37	8.9	33.1	lg						
	0	3.8	8.9	42	cg						
	0	3.91	8.7	50.9	cg						
	0	4.62	22	59.6	mg						
	0	4.65	25.9	81.6	mg						
	0	4.63	0	107.5	mg						
											
19.18S	6	3.46	21.4	0		59.5	3.7	0	SAC-CH	19	E
67.00W	6.06	3.46	4	21.4		59.5	MCz	999	98M.9	O	RO
	6.43	3.6	4.8	25.4							
	6.49	3.6	5.6	30.2							
	6.55	3.6	5.6	35.8							
	6.62	3.6	3.7	41.4							
	6.62	3.57	10.3	45.1							
	6.62	3.64	1.9	55.4							
	6.55	3.64	2.2	57.3							
	7.8	4.47	9	59.5	mg						
	8	4.48	9.7	68.5	mg						
	8.15	4.48	14.5	78.2	mg						
	8	4.44	15.3	92.7	mg						
	7.9	4.44	6.8	108	mg						
	7.9	4.48	9.6	114.8	mg						
	8	4.54	22	124.4	mg						
	8	4.59	9.5	146.4	mg						
	8	4.64	4.2	155.9	mg						
	8.2	4.64	0	160.1	mg						
											
7.80N	1.75	0	0.5	0	s	17.5	-1.4	0	NPO-CO	9	R
83.50W	4.3	0	1	0.5	cg	18	MCz	120	03W.1		
	5	0	1	1.5	cg						
	5.75	0	0.9	2.5	cg						
	6.25	0	0.9	3.4	cg						
	6.7	0	2.6	4.3	cg						
	7.1	0	6.8	6.9	cg						
	7.3	0	4.3	13.7	cg						
	0	0	0	18	m						
											
8.00N	1.75	0	0.3	0	s	18.6	-1.3	0	NPO-CO	9	R
83.80W	4.2	0	0.3	0.3	cg	18.9	MCz	120	03W.1		
	4.9	0	0.3	0.6	cg						
	5.65	0	0.8	0.9	cg						
	6.15	0	0.8	1.7	cg						
	6.5	0	3.6	2.5	cg						
	7.1	0	8.2	6.1	cg						
	7.3	0	4.6	14.3	cg						
	7.6	0	0	18.9	m						
											
8.20N	1.6	0	0.3	0	s	20.5	-1.7	0	NPO-CO	9	R
83.60W	4	0	1.1	0.3	cg	20.8	MCz	39	03W.1		
	4.9	0	1.1	1.4	cg						
	5.7	0	1	2.5	cg						
	6	0	1	3.5	cg						
	6.5	0	2.9	4.5	cg						
	6.95	0	8.1	7.4	cg						
	7.2	0	5.3	15.5	cg						
	0	0	0	20.8	m						
											
7.70N	1.6	0	0.5	0	s	17.6	-1.8	0	NPO-CO	8	R
83.90W	3.8	0	1	0.5	cg	18.1	MCz	39	03W.1		
	4.4	0	1	1.5	cg						
	5.7	0	1	2.5	c						
	6.4	0	2.6	3.5	cg						
	6.8	0	7.3	6.1	cg						
	7	0	4.7	13.4	cg						
	0	0	0	18.1	m						
											
19.16S	6.28	0	45.5	0		45.5	1.9	0	SAC-CH	2	E
64.45W	7.97	0	0	45.5	m	45.5	MCz	82.2	01B.2	P	LT
											
19.03S	6.28	0	35.8	0		35.8	1	0	SAC-CH	2	E
63.51W	7.97	0	0	35.8	m	35.8	MCz	82.2	01B.2	P	LT
											
15.69S	1.6	0	0.1	0	sg	16.7	-3	0	SPO-CH	13	R
76.79W	1.8	0	0.1	0.1	sg	16.9	MCz	129.4	04H.2		
	3.5	0	0.3	0.2	cg						
	3.9	0	0.3	0.5	cg						
	4.5	0	0.6	0.8	cg						
	5	0	0.6	1.4	cg						
	5.2	0	0.75	2	cg						
	5.7	0	0.75	2.75	cg						
	6.2	0	0.9	3.5	cg						
	6.6	0	0.9	4.4	cg						
	6.7	0	5.8	5.3	cg						
	7.5	0	5.8	11.1	cg						
	0	0	0	16.9	m						
											
15.87S	1.6	0	0.1	0	sg	15.1	-3.1	0	SPO-CH	13	R
76.57W	1.8	0	0.1	0.1	sg	15.3	MCz	129.4	04H.2		
	3.5	0	0.3	0.2	cg						
	3.9	0	0.3	0.5	cg						
	4.5	0	0.7	0.8	cg						
	5	0	0.7	1.5	cg						
	5.2	0	0.7	2.2	cg						
	5.7	0	0.7	2.9	cg						
	6.2	0	1.3	3.6	cg						
	6.6	0	1.3	4.9	cg						
	6.7	0	4.55	6.2	cg						
	7.5	0	4.55	10.75	cg						
	0	0	0	15.3	m						
											
16.04S	1.6	0	0.1	0	sg	13.8	-3.2	0	SPO-CH	13	U
76.36W	1.8	0	0.1	0.1	sg	14	MCz	129.4	04H.2		
	3.5	0	0.2	0.2	cg						
	3.9	0	0.2	0.4	cg						
	4.5	0	0.7	0.6	cg						
	5	0	0.7	1.3	cg						
	5.2	0	1	2	cg						
	5.7	0	1	3	cg						
	6.2	0	1	4	cg						
	6.6	0	1	5	cg						
	6.7	0	4	6	cg						
	7.5	0	4	10	cg						
	0	0	0	14	m						
											
15.46S	1.6	0	0.2	0	sg	15.6	-3.2	0	SPO-CH	13	R
76.61W	1.8	0	0.2	0.2	sg	16	MCz	218.1	04H.2		
	3.5	0	0.5	0.4	cg						
	3.9	0	0.5	0.9	cg						
	4.5	0	0.4	1.4	cg						
	5	0	0.4	1.8	cg						
	5.2	0	0.5	2.2	cg						
	5.7	0	0.5	2.7	cg						
	6.2	0	0.9	3.2	cg						
	6.6	0	0.9	4.1	cg						
	6.7	0	5.5	5	cg						
	7.5	0	5.5	10.5	cg						
	0	0	0	16	m						
											
15.26S	1.6	0	0.2	0	sg	15.5	-4.3	0	SPO-CH	13	R
76.45W	1.8	0	0.2	0.2	sg	15.9	MCz	218.1	04H.2		
	3.5	0	0.5	0.4	cg						
	3.9	0	0.5	0.9	cg						
	4.5	0	0.3	1.4	cg						
	5	0	0.3	1.7	cg						
	5.2	0	0.75	2	cg						
	5.7	0	0.75	2.75	cg						
	6.2	0	1.5	3.5	cg						
	6.6	0	1.5	5	cg						
	6.7	0	4.7	6.5	cg						
	7.5	0	4.7	11.2	cg						
	0	0	0	15.9	m						
											
14.98S	1.6	0	0.2	0	sg	23	-2.2	0	SPO-CH	21	R
76.22W	1.8	0	0.2	0.2	sg	24.6	MCz	218.1	04H.2		
	2.5	0	0.2	0.4	sg						
	3	0	0.2	0.6	sg						
	3.5	0	0.4	0.8	sg						
	4	0	0.4	1.2	sg						
	4.2	0	0.6	1.6	cg						
	4.5	0	0.6	2.2	cg						
	4.8	0	2.1	2.8	cg						
	5.5	0	2.1	4.9	cg						
	4	0	0.5	7	lg						
	4.4	0	0.5	7.5	lg						
	5	0	0.6	8	lg						
	5.5	0	0.6	8.6	cg						
	5.7	0	0.8	9.2	cg						
	6.2	0	0.8	10	cg						
	6.7	0	1.8	10.8	cg						
	7.1	0	1.8	12.6	cg						
	7.2	0	5.1	14.4	cg						
	7.5	0	5.1	19.5	cg						
	0	0	0	24.6	m						
											
52.06S	3.47	2	0.6	0	s	30.5	0.1	0	SAC-CS	9	E
70.00W	5.61	3.17	6.3	0.6	c	31.1	MCz	999	04L.1	B	AS
	6.37	3.74	2.2	6.9	c						
	6.94	4.12	7.3	9.1	c						
	6.86	4.04	6.9	16.4	l						
	6.69	3.98	7.8	23.3	l						
	8.24	4.65	6.8	31.1	m						
	7.97	4.35	9.1	37.9	m						
	8.44	4.78	0	47	m						
											
51.57S	4.92	2.85	1.5	0	s	28.9	0.1	0	SAC-CS	9	E
72.62W	6.44	3.72	8.8	1.5	c	30.4	MCz	999	04L.1	O	RO
	6.17	3.56	6.8	10.3	l						
	6.33	3.67	2.7	17.1	l						
	6.22	3.69	9.4	19.8	l						
	7.78	4.59	1.2	29.2	c						
	8.32	4.78	6.5	30.4	m						
	7.99	4.59	1	36.9	m						
	8.16	4.67	0	37.9	m						
											
53.61S	4.46	2.55	0.9	0	s	29.3	0	0	SAC-CS	9	E
70.93W	5.65	3.2	9.8	0.9	c	30.2	MCz	999	04L.1	O	RO
	6.09	3.59	5.7	10.7	c						
	6.69	3.94	1.5	16.4	c						
	6.5	3.8	5.7	17.9	l						
	6.8	3.99	6.6	23.6	c						
	7.91	4.48	5.7	30.2	m						
	7.97	4.51	3.3	35.9	m						
	8.27	4.65	0	39.2	m						
											
52.55S	4.37	2.52	4.3	0	s	25.4	0	0	SAC-CS	9	E
72.03W	6.03	3.48	5.5	4.3	c	29.7	MCz	999	04L.1	O	RO
	6.06	3.42	8.8	9.8	c						
	5.95	3.39	3.2	18.6	l						
	6.31	3.56	3	21.8	c						
	7.1	3.99	3	24.8	c						
	7.26	4.18	1.9	27.8	c						
	7.91	4.56	1.5	29.7	m						
	8.07	4.76	0	31.2	m						
											
54.14S	6.2	3.48	4.9	0	c	33.7	0.2	0	SAC-CS	9	E
68.71W	5.68	3.2	3.1	4.9	l	33.7	MCz	999	04L.1	O	RO
	6.47	3.75	8.2	8	c						
	5.93	3.42	8.8	16.2	l						
	5.98	3.48	7.2	25	l						
	6.5	3.75	1.5	32.2	c						
	7.88	4.48	8.8	33.7	m						
	7.75	4.35	5.8	42.5	m						
	8.1	4.7	0	48.3	m						
											
19.65S	6.13	0	60.5	0		60.5	3.7	0	SAC-AN	2	E
68.29W	7.88	0	0	60.5	m	60.5	MCz	82.2	01B.2	O	RO
											
19.54S	6.16	0	62.9	0		62.9	3.9	0	SAC-AN	2	E
67.31W	7.96	0	0	62.9	m	62.9	MCz	82.2	01B.2	O	RO
											
19.41S	6.16	0	74.7	0		74.7	4.8	0	SAC-AL	2	E
66.35W	8.05	0	0	74.7	m	74.7	MCz	82.2	01B.2	O	RO
											
19.28S	6.16	0	64.6	0		64.6	3.2	0	SAC-AL	2	E
65.39W	8.05	0	0	64.6	m	64.6	MCz	82.2	01B.2	P	LT
											
.20S	5	0	5	0		50	0	0	SPO-PC	6	E
80.40W	5.8	0	5	5		50	MCz	999	96P.5	O	RO
	5.94	0	10	10							
	6.33	0	10	20							
	6.28	0	20	30	l						
	8.02	0	0	50	m						
											
.30S	4.98	0	5	0		50	3.5	0	SAC-PB	6	E
78.00W	5.89	0	5	5		50	MCz	999	96P.5	O	RO
	5.95	0	10	10							
	6.04	0	10	20							
	6.15	0	20	30							
	7.87	0	0	50	m						
											
51.67S	6.2	0	38	0		38	0	0	SAC-CS	2	E
58.06W	0	0	0	38	m	38	MCz	999	03L.3	E	XC
											
11.03S	1.6	0	1.4	0	sg	14.4	-2.2	0	SPO-PC	9	R
78.91W	4.5	0	1.4	1.4	sg	17.2	MCz	335	04K.1	O	RO
	5	0	3.6	2.8	cg						
	6.1	0	3.6	6.4	cg						
	6.3	0	1.7	10	cg						
	6.5	0	1.7	11.7	cg						
	6.7	0	1.9	13.4	cg						
	7.2	0	1.9	15.3	cg						
	0	0	0	17.2	m						
											
11.25S	1.6	0	1.1	0	sg	16	-2	0	SPO-PC	9	R
78.80W	4.5	0	1.1	1.1	sg	18.2	MCz	335	04K.1	O	RO
	5	0	4.2	2.2	cg						
	6.1	0	4.2	6.4	cg						
	6.3	0	2.8	10.6	cg						
	6.5	0	2.8	13.4	cg						
	6.7	0	1	16.2	cg						
	7.2	0	1	17.2	cg						
	0	0	0	18.2	m						
											
11.48S	1.6	0	1.2	0	sg	15.4	-2	0	SPO-PC	9	R
78.70W	4.5	0	1.2	1.2	sg	17.8	MCz	335	04K.1	O	RO
	5	0	4	2.4	cg						
	6.1	0	4	6.4	cg						
	6.3	0	2.7	10.4	cg						
	6.5	0	2.7	13.1	cg						
	6.7	0	1	15.8	cg						
	7.2	0	1	16.8	cg						
	0	0	0	17.8	m						
											
11.70S	1.6	0	1.3	0	sg	14	-1.9	0	SPO-PC	9	R
78.59W	4.5	0	1.3	1.3	sg	16.6	MCz	335	04K.1	O	RO
	5	0	3.6	2.6	cg						
	6.1	0	3.6	6.2	cg						
	6.3	0	1.4	9.8	cg						
	6.5	0	1.4	11.2	cg						
	6.7	0	2	12.6	cg						
	7.2	0	2	14.6	cg						
	0	0	0	16.6	m						
											
11.93S	1.6	0	1.4	0	sg	14.6	-2.3	0	SPO-PC	9	R
78.48W	4.5	0	1.4	1.4	sg	17.4	MCz	335	04K.1	O	RO
	5	0	3	2.8	cg						
	6.1	0	3	5.8	cg						
	6.3	0	1.6	8.8	cg						
	6.5	0	1.6	10.4	cg						
	6.7	0	2.7	12	cg						
	7.2	0	2.7	14.7	cg						
	0	0	0	17.4	m						
											
8.60S	1.7	0	0.15	0	sg	5	-4.5	0	SPO-PE	7	R
81.70W	2.1	0	0.15	0.15	sg	5.3	MCz	67.6	04K.1	O	RO
	4.7	0	0.5	0.3	cg						
	6	0	0.5	0.8	cg						
	6.5	0	2	1.3	cg						
	7.3	0	2	3.3	cg						
	8	0	0	5.3	m						
											
8.50S	1.7	0	0.25	0	sg	5.2	-5	0	SPO-PE	7	R
81.50W	2.1	0	0.25	0.25	sg	5.7	MCz	67.6	04K.1	O	RO
	4.7	0	0.7	0.5	cg						
	6	0	0.7	1.2	cg						
	6.4	0	1.9	1.9	cg						
	7.2	0	1.9	3.8	cg						
	0	0	0	5.7	m						
											
8.40S	1.7	0	0.3	0	sg	5	-7.1	0	SPO-PC	7	R
81.30W	2.1	0	0.3	0.3	sg	5.6	MCz	67.6	04K.1	O	RO
	4.7	0	0.7	0.6	cg						
	6	0	0.7	1.3	cg						
	6.35	0	1.8	2	cg						
	7.15	0	1.8	3.8	cg						
	8	0	0	5.6	m						
											
8.40S	1.7	0	0.4	0	sg	9.8	-2.8	0	SPO-PC	12	R
81.00W	1.9	0	0.4	0.4	sg	12.6	MCz	67.6	04K.1	O	RO
	2.5	0	1	0.8	sg						
	3.1	0	1	1.8	sg						
	4.5	0	1.2	2.8	cg						
	5.3	0	1.2	4	cg						
	5.5	0	1	5.2	cg						
	5.6	0	1	6.2	cg						
	5.2	0	1.6	7.2							
	6.3	0	1.9	8.8	cg						
	7.1	0	1.9	10.7	cg						
	8	0	0	12.6	m						
											
8.30S	1.7	0	0.5	0	sg	16.2	-1	0	SPO-PC	12	R
80.70W	2	0	0.5	0.5	sg	18.2	MCz	67.6	04K.1	O	RO
	2.7	0	0.5	1	sg						
	3.1	0	0.5	1.5	sg						
	4.6	0	1	2	cg						
	5.1	0	1	3	cg						
	5.7	0	4.5	4	cg						
	6	0	4.5	8.5	cg						
	5.2	0	2	13							
	6.3	0	1.6	15	cg						
	7.1	0	1.6	16.6	cg						
	8.1	0	0	18.2	m						
											
8.20S	1.7	0	0.6	0	sg	2.2	-0.3	0	SPO-PC	7	R
80.40W	2	0	0.6	0.6	sg	3.6	MCz	67.6	04K.1	O	RO
	2.7	0	0.1	1.2	sg						
	3	0	0.1	1.3	sg						
	4.5	0	1.1	1.4	cg						
	5	0	1.1	2.5	cg						
	6.2	0	0	3.6	cg						
											
12.00S	4.7	0	0.9	0	cg	5	-5	0	SPO-PE	5	R
79.50W	5.9	0	0.9	0.9	cg	5	MCz	64	04K.1	O	RO
	6.7	0	1.6	1.8	cg						
	7.3	0	1.6	3.4	cg						
	8.1	0	0	5	m						
											
11.80S	1.7	0	0.2	0	sg	6.4	-5.2	0	SPO-PE	7	R
79.30W	2	0	0.2	0.2	sg	6.8	MCz	64	04K.1	O	RO
	4.7	0	1.1	0.4	cg						
	5.9	0	1.1	1.5	cg						
	6.5	0	2.1	2.6	cg						
	7.3	0	2.1	4.7	cg						
	7.9	0	0	6.8	m						
											
11.70S	1.6	0	0.2	0	sg	6	-6	0	SPO-PE	9	R
79.10W	1.9	0	0.2	0.2	sg	6.8	MCz	64	04K.1	O	RO
	2.1	0	0.2	0.4	sg						
	2.6	0	0.2	0.6	sg						
	4.7	0	0.9	0.8	cg						
	6.1	0	0.9	1.7	cg						
	6.5	0	2.1	2.6	cg						
	7.2	0	2.1	4.7	cg						
	7.8	0	0	6.8	m						
											
11.60S	1.7	0	0.3	0	sg	10.2	-3.7	0	SPO-PC	15	R
78.90W	1.9	0	0.3	0.3	sg	12.6	MCz	64	04K.1	O	RO
	2.1	0	0.4	0.6	sg						
	2.6	0	0.4	1	sg						
	4.2	0	0.5	1.4	sg						
	4.6	0	0.5	1.9	sg						
	5	0	0.9	2.4	cg						
	5.3	0	0.9	3.3	cg						
	5.2	0	0.6	4.2	cg						
	5.4	0	0.6	4.8	cg						
	5.5	0	1.5	5.4	cg						
	6.2	0	1.5	6.9	cg						
	6.5	0	2.1	8.4	cg						
	7.1	0	2.1	10.5	cg						
	7.9	0	0	12.6	m						
											
11.40S	1.7	0	0.3	0	sg	18.1	-2.3	0	SPO-PC	14	R
78.70W	2	0	0.3	0.3	sg	19.7	MCz	64	04K.1	O	RO
	2.3	0	0.15	0.6	sg						
	2.4	0	0.15	0.75	sg						
	3.8	0	0.7	0.9	s						
	5.3	0	1	1.6	cg						
	5.5	0	1	2.6	cg						
	5.6	0	4.4	3.6	cg						
	6	0	4.4	8	cg						
	6.3	0	1.65	12.4	cg						
	6.5	0	1.65	14.05	cg						
	6.7	0	2	15.7	cg						
	7.1	0	2	17.7	cg						
	8	0	0	19.7	m						
											
11.30S	1.7	0	0.3	0	sg	25.2	-1.3	0	SPO-PC	13	R
78.50W	2	0	0.3	0.3	sg	26.4	MCz	64	04K.1	O	RO
	2.3	0	0.3	0.6	sg						
	2.4	0	0.3	0.9	sg						
	4.8	0	0.4	1.2	c						
	5.3	0	1	1.6	cg						
	5.5	0	1	2.6	cg						
	5.9	0	8	3.6	cg						
	6.5	0	8	11.6	cg						
	6.6	0	1.7	19.6	cg						
	6.7	0	3.4	21.3	cg						
	7.1	0	1.7	24.7	cg						
	8	0	0	26.4	m						
											
13.90S	1.6	0	0.2	0	sg	6.2	-4.6	0	SPO-PE	7	R
78.00W	2.1	0	0.2	0.2	s	6.6	MCz	49	04K.1	O	RO
	4.7	0	0.7	0.4	cg						
	6	0	0.7	1.1	cg						
	6.5	0	2.4	1.8	cg						
	7.2	0	2.4	4.2	cg						
	7.8	0	0	6.6	m						
											
13.70S	1.6	0	0.2	0	sg	7.1	-5.2	0	SPO-PE	7	R
77.85W	2	0	0.2	0.2	sg	7.5	MCz	49	04K.1	O	RO
	4.7	0	0.9	0.4	cg						
	6.1	0	1	1.3	cg						
	6.55	0	2.6	2.3	cg						
	7.1	0	2.6	4.9	cg						
	7.85	0	0	7.5	m						
											
13.50S	1.6	0	0.5	0	sg	7.8	-3.6	0	SPO-PE	12	R
77.70W	2	0	0.5	0.5	sg	11.8	MCz	49	04K.1	O	RO
	2.1	0	0.4	1	sg						
	2.4	0	0.4	1.4	sg						
	4.1	0	1.1	1.8	sg						
	5	0	1.1	2.9	sg						
	5.3	0	0.5	4	cg						
	5.5	0	0.5	4.5	cg						
	5.8	0	1	5	cg						
	6.1	0	3.4	6	cg						
	7.3	0	2.4	9.4	cg						
	7.95	0	0	11.8	m						
											
13.30S	1.6	0	0.4	0	sg	16.2	-2	0	SPO-PE	15	R
77.50W	2	0	0.4	0.4	sg	18	MCz	49	04K.1	O	RO
	2.3	0	0.5	0.8	sg						
	2.7	0	0.5	1.3	sg						
	4.3	0	0.8	1.8	cg						
	5.3	0	0.8	2.6	cg						
	5.3	0	1.1	3.4	cg						
	5.5	0	1.1	4.5	cg						
	6	0	2.9	5.6	cg						
	6.1	0	2.9	8.5	cg						
	6.2	0	1.2	11.4	cg						
	6.3	0	1.2	12.6	cg						
	6.7	0	2.1	13.8	cg						
	7.3	0	2.1	15.9	cg						
	8	0	0	18	m						
											
13.15S	1.6	0	0.7	0	sg	21.3	-1.4	0	SPO-PC	14	R
77.30W	2	0	0.7	0.7	sg	23.5	MCz	49	04K.1	O	RO
	2.4	0	0.4	1.4	sg						
	2.7	0	0.4	1.8	sg						
	4.3	0	0.55	2.2	cg						
	5.3	0	0.55	2.75	cg						
	5.5	0	0.9	3.3	cg						
	5.7	0	0.9	4.2	cg						
	6	0	6	5.1	cg						
	6.4	0	6	11.1	cg						
	6.5	0	2.6	17.1	c						
	6.7	0	1.9	19.7	cg						
	7.3	0	1.9	21.6	cg						
	8	0	0	23.5	m						
											
13.00S	1.6	0	0.25	0	sg	3.8	-0.4	0	SPO-PC	9	R
77.10W	2	0	0.25	0.25	sg	4.5	MCz	49	04K.1	O	RO
	2.4	0	0.1	0.5	sg						
	2.7	0	0.1	0.6	sg						
	4.4	0	0.4	0.7	cg						
	5.3	0	0.4	1.1	cg						
	5.55	0	1.5	1.5	cg						
	5.8	0	1.5	3	cg						
	6.2	0	0	4.5	cg						
											
10.55N	4.6	0	3	0	c	3	0	0	SAC-BH	1	R
63.53W						3	MCz	196	04S.2	E	XC
											
10.51N	2.1	0	0.7	0	s	0	0	0	SAC-BH	2	R
63.54W	4.6	0	0	0.7	c	0.7	MCz	196	04S.2	E	XC
											
10.53N	4.6	0	0	0	c	0	0.1	0	SAC-BH	1	R
63.45W						0	MCz	187	04S.2	E	XC
											
10.58N	2.3	0	0.2	0	s	0	0.1	0	SAC-BH	2	R
63.45W	4.6	0	0	0.2	c	0.2	MCz	164	04S.2	E	XC
											
10.51N	2.1	0	0.1	0	s	0	0	0	SAC-BH	3	R
63.68W	3.2	0	0.7	0.1	s	0.8	MCz	83	04S.2	E	XC
	4.6	0	0	0.8	c						
											
10.51N	2.1	0	0.2	0	s	0	0	0	SAC-BH	3	R
63.63W	3.2	0	0.6	0.2	s	0.8	MCz	83	04S.2	E	XC
	4.6	0	0	0.8	c						
											
10.52N	2.1	0	0.5	0	s	0	0	0	SAC-BH	3	R
63.57W	3.2	0	0.2	0.5	s	0.7	MCz	83	04S.2	E	XC
	4.6	0	0	0.7	c						
											
10.49N	2.1	0	0.9	0	s	0	0	0	SAC-BH	2	R
63.55W	4.6	0	0	0.9	c	0.9	MCz	73	04S.2	E	XC
											
10.50N	2.1	0	0.7	0	s	0	0	0	SAC-BH	2	R
63.49W	4.3	0	0	0.7	c	0.7	MCz	87	04S.2	E	XC
											
10.51N	2.1	0	0.8	0	s	0	0	0	SAC-BH	2	R
63.44W	4.3	0	0	0.8	c	0.8	MCz	87	04S.2	E	XC
											
23.42S	2	0	0.2	0	s	8.2	-4.6	0	SPO-CH	10	I
71.94W	4.8	0	0.4	0.2	cg	8.4	MCz	90	04R.1		
	5	0	0.5	0.6	cg						
	5.25	0	1.7	1.1	cg						
	5.75	0	1.6	2.8	cg						
	6	0	1.8	4.4	cg						
	6.5	0	0.9	6.2	cg						
	6.75	0	0.8	7.1	cg						
	7	0	0.5	7.9	cg						
	7.5	0	0	8.4	m						
											
23.40S	5.21	2.99	0	0		42.5	0.6	0	SAC-AN	16	E
70.33W	5.37	3.09	2	0		42.5	MCz	999	99H.1	O	RO
	5.55	3.19	2	2							
	5.72	3.29	2	4							
	5.89	3.39	2	6							
	5.98	3.44	4.5	8							
	6.8	3.75	5	12.5							
	6.81	3.88	5	17.5							
	6.95	3.94	5	22.5							
	6.98	4.05	5	27.5							
	7.11	4.11	5	32.5							
	7.41	4.18	5	37.5							
	7.69	4.3	5	42.5	m						
	8.05	4.39	10	47.5	m						
	8.48	4.73	10	57.5	m						
	8.48	4.78	0	67.5	m						
											
5.81S	6	3.51	0	0	c	0	0	0	SAC-BH	1	E
36.90W						0	MCz	999	04N.2	E	XC
											
8.49N	2	0	0.35	0	s	14	-1.7	0	NPO-MD	7	R
84.13W	3	0	0.15	0.35	s	15.5	MCz	23.3	98S.8	E	XC
	4	0	1	0.5	s						
	5.45	0	3.8	1.5	c						
	6.3	0	5.1	5.3	cg						
	7.1	0	5.1	10.4	cg						
	8.05	0	0	15.5	m						
											
8.75N	2	0	0.2	0	s	18.5	-0.1	0	NAC-CE	9	R
84.02W	3	0	0.8	0.2	s	21	MCz	23.3	98S.8	E	XC
	4	0	1.5	1	s						
	4.8	0	1.9	2.5	c						
	5	0	2	4.4	c						
	6.4	0	3.2	6.4	c						
	6.32	0	5.7	9.6	cg						
	7.2	0	5.7	15.3	cg						
	8	0	0	21	m						
											
9.09N	2	0	0.25	0	s	28.3	-0.1	0	NAC-CE	11	R
83.87W	3	0	0.15	0.25	s	29.7	MCz	23.3	98S.8	E	XC
	4	0	1	0.4	s						
	5.5	0	1	1.4	c						
	6	0	2.5	2.4	c						
	6.3	0	4.7	4.9	c						
	5.3	0	8.4	9.6	l						
	5.4	0	1.7	18	l						
	6.4	0	5	19.7	cg						
	7.2	0	5	24.7	cg						
	8	0	0	29.7	m						
											
9.47N	3	0	0.2	0	s	35.15	1.7	0	NAC-CE	8	R
83.74W	4	0	0.35	0.2	s	35.7	MCz	36.2	98S.8	E	XC
	5.5	0	2.65	0.55	c						
	6.08	0	6.8	3.2	cg						
	6.44	0	11.5	10	cg						
	6.5	0	4.8	21.5	cg						
	5.9	0	9.4	26.3	l						
	5.4	0	0	35.7	l						
											
9.77N	5.5	0	3.1	0	c	19.5	1.1	0	NAC-CE	3	R
83.52W	6	0	8.2	3.1	cg	19.5	MCz	36.2	98S.8	E	XC
	6.6	0	8.2	11.3	cg						
											
9.43N	2.34	0	1.1	0	s	0	0	0	SAC-LL	6	F
63.06W	2.45	0	1.45	1.1	s	5.7	MCz	1.6	03J.1	E	XC
	3.13	0	1.45	2.55	s						
	2.68	0	0.9	4	s						
	4.51	0	0.8	4.9	s						
	0	0	0	5.7	c						
											
21.00S	3.5	0	2.8	0	s	55.5	1	0	SAC-AN	11	R
